name_metric,keywords_metric,paragraph_metric,author_metric,language_metric,synonym_metric,true_label
0.6666666666666667,0.1905077993869781,0.1777506619691848,0.62167083049436,,0.8027628058290197,0
0.75,0.1057636365294456,0.0114138759672641,0.577207498383969,,0.7928894575838548,0
1.0,0.2262395024299621,0.628620445728302,0.5225023342670402,,0.8662134575479227,1
0.75,-0.0209850277751684,0.1631269752979278,0.4947245564892624,,0.7925006136101213,0
0.6666666666666667,0.1102227568626403,0.2011667639017105,0.5724427702115329,,0.8217149622056245,0
0.75,-0.0079328157007694,0.0633514821529388,0.57646627881922,,0.7630557172501147,0
0.6666666666666667,0.1493884623050689,0.17425337433815,0.5721535094416451,,0.8027628058290197,0
0.75,-0.0418195016682148,-0.0222229771316051,0.5542604664638563,,0.7928894575838548,0
1.0,0.1179918423295021,0.5569716095924377,0.518499203244966,,0.8662134575479227,1
0.75,0.0236550457775592,0.2370124459266662,0.4928581776039403,,0.7925006136101213,0
0.6666666666666667,0.0663580894470214,0.1834253966808319,0.5283925999778442,,0.8217149622056245,0
0.75,0.0193300731480121,0.071092776954174,0.5440822830653339,,0.7630557172501147,0
0.07407407407407407,0.221559852361679,0.2534595727920532,0.5466666666666667,,0.4469135802469135,0
0.8333333333333334,0.4676403403282165,0.4399321377277374,0.3422222222222222,,0.9333333333333332,0
0.06666666666666665,0.0607169792056083,0.0884102210402488,0.5466666666666667,,0.3999999999999999,0
0.18518518518518523,0.2795386910438537,0.5513583421707153,0.5977777777777779,,0.8444444444444446,0
1.0,0.2939605712890625,0.4736005663871765,0.5144444444444445,,0.9111111111111112,1
0.4,0.1324193775653839,0.1415480971336364,0.5601461988304094,,0.6944444444444443,0
0.0,0.2542255520820617,0.5385720729827881,0.5466666666666667,,0.4333333333333333,0
1.0,0.3667360842227936,0.421244204044342,0.5144444444444445,,0.9111111111111112,1
0.07407407407407407,0.3181601166725158,0.3035758137702942,0.5466666666666667,,0.4469135802469135,0
0.8333333333333334,0.6326513290405273,0.5018503069877625,0.3422222222222222,,0.9333333333333332,0
0.06666666666666665,0.2523223757743835,0.2068985402584076,0.5466666666666667,,0.3999999999999999,0
0.18518518518518523,0.4238961935043335,0.5990766286849976,0.5977777777777779,,0.8444444444444446,0
1.0,0.5256993770599365,0.6281996369361877,0.5144444444444445,,0.9111111111111112,1
0.4,0.0846135392785072,0.132582813501358,0.5601461988304094,,0.6944444444444443,0
0.0,0.6489940881729126,0.7009502649307251,0.5466666666666667,,0.4333333333333333,0
1.0,0.5304063558578491,0.5378344655036926,0.5144444444444445,,0.9111111111111112,1
0.07407407407407407,0.2760962247848511,0.2342937588691711,0.5466666666666667,,0.4469135802469135,0
0.8333333333333334,0.5159189701080322,0.4444141387939453,0.3422222222222222,,0.9333333333333332,0
0.06666666666666665,0.0778713002800941,0.1170090734958648,0.5466666666666667,,0.3999999999999999,0
0.18518518518518523,0.2265135049819946,0.4943638443946838,0.5977777777777779,,0.8444444444444446,0
1.0,0.4624950289726257,0.4816451966762543,0.5144444444444445,,0.9111111111111112,1
0.4,0.1296482980251312,0.0943782031536102,0.5601461988304094,,0.6944444444444443,0
0.0,0.5048205852508545,0.5601584315299988,0.5466666666666667,,0.4333333333333333,0
1.0,0.409589409828186,0.424487292766571,0.5144444444444445,,0.9111111111111112,1
0.07407407407407407,0.2932032644748688,0.2495400011539459,0.4066666666666667,,0.4469135802469135,0
0.8333333333333334,0.4678102135658264,0.4282212853431701,0.5133333333333333,,0.9333333333333332,0
0.06666666666666665,0.318384051322937,0.319732129573822,0.4066666666666667,,0.3999999999999999,0
0.18518518518518523,0.3111303448677063,0.4941918849945068,0.3422222222222222,,0.8444444444444446,0
1.0,0.4024213850498199,0.494359403848648,0.6187301587301587,,0.9111111111111112,1
0.4,0.1318739652633667,0.1385169476270675,0.5748684210526316,,0.6944444444444443,0
0.0,0.5042296648025513,0.5718083381652832,0.4066666666666667,,0.4333333333333333,0
1.0,0.377052754163742,0.4681697487831116,0.6187301587301587,,0.9111111111111112,1
0.07407407407407407,0.2364862412214279,0.306751549243927,0.4114942528735632,,0.4469135802469135,0
0.8333333333333334,0.6535455584526062,0.3711817860603332,0.4281609195402299,,0.9333333333333332,0
0.06666666666666665,0.1845712810754776,0.1299497187137603,0.4114942528735632,,0.3999999999999999,0
0.18518518518518523,0.2705924808979034,0.5196963548660278,0.4911877394636015,,0.8444444444444446,0
1.0,0.4225474894046783,0.4358674883842468,0.5371647509578544,,0.9111111111111112,1
