ID;software_mention;package_url;homepage_url;github_repo;exact_match;doi;paragraph
SM102065;pytorch;https://pypi.org/project/pytorch;;;FALSE;10.3390/s21093265;As for Tan [11], Kokkinos [13], Cui [14], and our proposed method, all of them are implemented by the CNN approach, and thus we accelerated them using pytorch on CUDA.
SM102065;pytorch;https://pypi.org/project/pytorch;;;FALSE;10.3390/s19030667;The initialization of other layers was done in accordance with the method officially recommended in version 0.4 of pytorch
SM102065;pytorch;https://pypi.org/project/pytorch;;;FALSE;10.3389/frobt.2019.00022;Part of the appeal of using DNNs is the fact that many off-the-shelf frameworks for deep learning (Tensorflow, MXNet, pytorch) all support automatic differentiation
SM102065;pytorch;https://pypi.org/project/pytorch;;;FALSE;10.1038/s41598-019-52737-x;Training was performed on the NIH Biowulf cluster using 2-GPU nodes (2xNVIDIA K80, for a total of 4 logical GPUs with 12 GB each) with a batch size of 4 (pytorch nn.DataParallel)
SM102065;pytorch;https://pypi.org/project/pytorch;;;FALSE;10.3390/s21093106;Based on the pytorch deep learning frame, the image datasets were trained using the SSD algorithm to generate identification models
SM102065;pytorch;https://pypi.org/project/pytorch;;;FALSE;10.3390/s21010229;We implemented MDPO on pytorch DNN framework, which is an actively developed open-source deep learning library
SM102065;pytorch;https://pypi.org/project/pytorch;;;FALSE;10.3389/fncom.2021.626259;For comparison, we used the pre-trained ResNet-18 from pytorch 1.2.0 as the normal DCNN, referred to as the ResNet in this study for brevity.
SM102065;pytorch;https://pypi.org/project/pytorch;;;FALSE;10.3390/s20216264;Our experiments were performed on a computer with Intel Core I7 and NVIDA GeForce GTX 1080Ti, and we operated our algorithm by c++ and pytorch.
SM102065;pytorch;https://pypi.org/project/pytorch;;;FALSE;10.1186/s12864-018-5283-8;We have trained our models running on a single NVidia Quadro P6000 with stochastic gradient descent with momentum in pytorch
SM102065;pytorch;https://pypi.org/project/pytorch;;;FALSE;10.15252/msb.202010179;Inference was performed in pytorch (preprint: Paszke et al, 2019) using the Adam optimizer (preprint: Kingma & Ba, 2017)
SM102065;pytorch;https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch;;;TRUE;10.3390/s21093265;As for Tan [11], Kokkinos [13], Cui [14], and our proposed method, all of them are implemented by the CNN approach, and thus we accelerated them using pytorch on CUDA.
SM102065;pytorch;https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch;;;TRUE;10.3390/s19030667;The initialization of other layers was done in accordance with the method officially recommended in version 0.4 of pytorch
SM102065;pytorch;https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch;;;TRUE;10.3389/frobt.2019.00022;Part of the appeal of using DNNs is the fact that many off-the-shelf frameworks for deep learning (Tensorflow, MXNet, pytorch) all support automatic differentiation
SM102065;pytorch;https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch;;;TRUE;10.1038/s41598-019-52737-x;Training was performed on the NIH Biowulf cluster using 2-GPU nodes (2xNVIDIA K80, for a total of 4 logical GPUs with 12 GB each) with a batch size of 4 (pytorch nn.DataParallel)
SM102065;pytorch;https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch;;;TRUE;10.3390/s21093106;Based on the pytorch deep learning frame, the image datasets were trained using the SSD algorithm to generate identification models
SM102065;pytorch;https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch;;;TRUE;10.3390/s21010229;We implemented MDPO on pytorch DNN framework, which is an actively developed open-source deep learning library
SM102065;pytorch;https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch;;;TRUE;10.3389/fncom.2021.626259;For comparison, we used the pre-trained ResNet-18 from pytorch 1.2.0 as the normal DCNN, referred to as the ResNet in this study for brevity.
SM102065;pytorch;https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch;;;TRUE;10.3390/s20216264;Our experiments were performed on a computer with Intel Core I7 and NVIDA GeForce GTX 1080Ti, and we operated our algorithm by c++ and pytorch.
SM102065;pytorch;https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch;;;TRUE;10.1186/s12864-018-5283-8;We have trained our models running on a single NVidia Quadro P6000 with stochastic gradient descent with momentum in pytorch
SM102065;pytorch;https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch;;;TRUE;10.15252/msb.202010179;Inference was performed in pytorch (preprint: Paszke et al, 2019) using the Adam optimizer (preprint: Kingma & Ba, 2017)
SM107490;requests;https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests;;;TRUE;10.1186/s12859-018-2367-z;Other requirements: At least Python 3.4, the packages numpy, requests and msgpack must be installed
SM107490;requests;https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests;;;TRUE;10.1186/1471-2105-15-44;The HTS barcode checker is written in python and uses the biopython[10], beautiful-soup[11] and requests[12] packages to handle FASTA sequences and communicate with the various APIs and web services used, such as NCBI GenBank and the PhyloTastic TNRS service
SM107490;requests;https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests;;;TRUE;10.1186/s12911-020-1046-y;Project name: Prikbord Project home page:http://prikbord.science.ru.nl/Operating system: Linux Programming language: Python, javascript Other requirements: Django 1.5.11 or higher, MongoDB 2.6.10, pymongo 2.7.2 or higher, requests 2.13.0 or higher License: GNU GPL Any restrictions to use by non-academics: licence needed
SM107490;requests;https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests;;;TRUE;10.7717/peerj.4395;Other requirements include GoogleAppEnginePipeline 1.9.22.1, pyqi 0.3.1, requests 2.10.0, requests-toolbelt 0.6.2, mailjet-rest 1.2.2, biom-format 1.1.2, ete3 3.0.0 (for tree generation–see below for details), webapp2 2.5.2, numpy 1.6.1, matplotlib 1.2.0, jinja2 2.6, ssl 2.7.11
SM107490;requests;https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests;;;TRUE;10.1016/j.dib.2021.107360;We used the json and requests packages [35,36]to collect data and the scikit-learn package [37] to impute missing values
SM107490;requests;https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests;;;TRUE;10.3389/fvets.2021.674730;Using requests and BeautifulSoup packages in Python, all the PDF files with the titles containing “MRK” by avoiding cases sensitivity of uppercase or lowercase for each letter (e.g., “mRK,” “MrK,” “mrk,” etc.) from the years 2018, 2019, and 2020 were automatically collected and saved in a separate folder for further steps
SM107490;requests;https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests;;;TRUE;10.3390/ijerph17155596;For data collection, Python Beautiful Soap and requests libraries have been used to automatically collect weather information from the Italian website ”IlMeteo.it” (https://www.ilmeteo.it/portale/archivio-meteo/) and to store the data in a single CSV file
SM3075;scikit-learn;https://pypi.org/project/scikit-learn,https://github.com/scikit-learn/scikit-learn,https://scikit-learn.org/stable/;;;TRUE;10.1186/s12885-019-5646-9;We used the python module scikit-learn to perform all the above modelling process using default parameters
