name_metric,keywords_metric,paragraph_metric,author_metric,language_metric,synonym_metric,true_label
0.9333333333333332,0.223420038819313,0.1777506619691848,0.62167083049436,,0.8027628058290197,0
0.9166666666666666,0.2596516013145447,0.0114138759672641,0.577207498383969,,0.7928894575838548,0
1.0,0.2079107463359832,0.628620445728302,0.5225023342670402,,0.8662134575479227,1
0.8833333333333334,0.0120903123170137,0.1631269752979278,0.4947245564892624,,0.7925006136101213,0
0.9333333333333332,0.1821323931217193,0.2011667639017105,0.5724427702115329,,0.8217149622056245,0
0.925,0.0962905436754226,0.0633514821529388,0.57646627881922,,0.7630557172501147,0
0.9333333333333332,0.2010312229394912,0.17425337433815,0.5721535094416451,,0.8027628058290197,0
0.9166666666666666,0.0747871175408363,-0.0222229771316051,0.5542604664638563,,0.7928894575838548,0
1.0,0.0693880021572113,0.5569716095924377,0.518499203244966,,0.8662134575479227,1
0.8833333333333334,-0.1149651482701301,0.2370124459266662,0.4928581776039403,,0.7925006136101213,0
0.9333333333333332,0.0883648842573165,0.1834253966808319,0.5283925999778442,,0.8217149622056245,0
0.925,0.0157381929457187,0.071092776954174,0.5440822830653339,,0.7630557172501147,0
0.3246913580246913,0.0447523035109043,0.2534595727920532,0.5466666666666667,,0.4469135802469135,0
0.9666666666666668,0.3102148473262787,0.4399321377277374,0.3422222222222222,,0.9333333333333332,0
0.0,0.0463412255048751,0.0884102210402488,0.5466666666666667,,0.3999999999999999,0
0.837037037037037,0.2443773299455642,0.5513583421707153,0.5977777777777779,,0.8444444444444446,0
1.0,0.4035866856575012,0.4736005663871765,0.5144444444444445,,0.9111111111111112,1
0.7833333333333333,0.1836185306310653,0.1415480971336364,0.5601461988304094,,0.6944444444444443,0
0.0,0.3634400963783264,0.5385720729827881,0.5466666666666667,,0.4333333333333333,0
1.0,0.1412854939699173,0.421244204044342,0.5144444444444445,,0.9111111111111112,1
0.3246913580246913,0.2490775138139724,0.3035758137702942,0.5466666666666667,,0.4469135802469135,0
0.9666666666666668,0.4247390925884247,0.5018503069877625,0.3422222222222222,,0.9333333333333332,0
0.0,0.2842346727848053,0.2068985402584076,0.5466666666666667,,0.3999999999999999,0
0.837037037037037,0.3558193147182464,0.5990766286849976,0.5977777777777779,,0.8444444444444446,0
1.0,0.6418946981430054,0.6281996369361877,0.5144444444444445,,0.9111111111111112,1
0.7833333333333333,0.1995650827884674,0.132582813501358,0.5601461988304094,,0.6944444444444443,0
0.0,0.6550137996673584,0.7009502649307251,0.5466666666666667,,0.4333333333333333,0
1.0,0.2662916481494903,0.5378344655036926,0.5144444444444445,,0.9111111111111112,1
0.3246913580246913,0.1782619655132293,0.2342937588691711,0.5466666666666667,,0.4469135802469135,0
0.9666666666666668,0.4840149283409118,0.4444141387939453,0.3422222222222222,,0.9333333333333332,0
0.0,0.0991422533988952,0.1170090734958648,0.5466666666666667,,0.3999999999999999,0
0.837037037037037,0.2192743718624115,0.4943638443946838,0.5977777777777779,,0.8444444444444446,0
1.0,0.5744822025299072,0.4816451966762543,0.5144444444444445,,0.9111111111111112,1
0.7833333333333333,0.2039687782526016,0.0943782031536102,0.5601461988304094,,0.6944444444444443,0
0.0,0.596137285232544,0.5601584315299988,0.5466666666666667,,0.4333333333333333,0
1.0,0.3496021032333374,0.424487292766571,0.5144444444444445,,0.9111111111111112,1
0.3246913580246913,0.2901198863983154,0.2495400011539459,0.4066666666666667,,0.4469135802469135,0
0.9666666666666668,0.2279880940914154,0.4282212853431701,0.5133333333333333,,0.9333333333333332,0
0.0,0.3440356850624084,0.319732129573822,0.4066666666666667,,0.3999999999999999,0
0.837037037037037,0.2419914305210113,0.4941918849945068,0.3422222222222222,,0.8444444444444446,0
1.0,0.4689766764640808,0.494359403848648,0.6187301587301587,,0.9111111111111112,1
0.7833333333333333,0.1029334887862205,0.1385169476270675,0.5748684210526316,,0.6944444444444443,0
0.0,0.560518741607666,0.5718083381652832,0.4066666666666667,,0.4333333333333333,0
1.0,0.2392856776714325,0.4681697487831116,0.6187301587301587,,0.9111111111111112,1
